record,species,count,lat
2348,Black-browed albatross sensu lato AD,1,-37
2349,All dark shearwater (unidentified),3,-37
2350,Wandering albatross sensu lato AD,1,-36
2351,Wandering albatross sensu lato SUBAD,2,-36
2352,Black-browed albatross sensu lato AD,1,-36
2353,Black-browed albatross sensu lato SUBAD,1,-36
2354,Giant petrel sensu lato,1,-34
2355,Wandering albatross sensu lato AD,1,-34
2356,Wandering albatross sensu lato SUBAD,2,-34.166666666666664
2357,Black-browed albatross sensu lato AD,2,-34
2358,Black-browed albatross sensu lato SUBAD,2,-34
2359,Wandering albatross sensu lato AD,5,-34
2360,Wandering albatross sensu lato SUBAD,7,-34.166666666666664
2361,Black-browed albatross sensu lato SUBAD,1,-34
2362,Cape petrel,3,-34
2363,Great-winged / Grey-faced petrel,4,-33.833333333333336
2364,Wandering albatross sensu lato AD,2,-33
2365,Wandering albatross sensu lato SUBAD,5,-33
2366,Great-winged / Grey-faced petrel,2,-33
2367,Wandering albatross sensu lato AD,2,-33
2368,Wandering albatross sensu lato SUBAD,6,-33
2369,Great-winged / Grey-faced petrel,1,-33.833333333333336
2370,Prion (unidentified),1,-33
2371,Wandering albatross sensu lato AD,2,-34
2372,Wandering albatross sensu lato SUBAD,2,-34
2373,Great-winged / Grey-faced petrel,1,-34.05
2374,Wandering albatross sensu lato AD,2,-34
2375,Wandering albatross sensu lato SUBAD,5,-34.13333333333333
2376,Great-winged / Grey-faced petrel,1,-34
2377,Wandering albatross sensu lato AD,2,-34
2378,Wandering albatross sensu lato SUBAD,5,-34
2379,Black-browed albatross sensu lato SUBAD,1,-34.25
2380,Cape petrel,1,-40.833333333333336
2381,Great-winged / Grey-faced petrel,4,-40.93333333333333
2382,Wandering albatross sensu lato SUBAD,1,-40.93333333333333
2383,Black-browed albatross sensu lato AD,1,-40.96666666666667
2384,Black-browed albatross sensu lato SUBAD,1,-41
2385,Cape petrel,1,-41.38333333333333
2386,Grey-faced petrel,2,-41.5
2387,Wandering albatross sensu lato,2,-41.65
2388,Black-browed albatross sensu lato AD,1,-41.666666666666664
2389,Petrel (unidentified),1,-41.78333333333333
2390,Black-browed albatross sensu lato AD,2,-42.25
2391,Giant petrel sensu lato,2,-43.833333333333336
2392,Red-billed gull AD,4,-44.3
2393,Wandering albatross sensu lato SUBAD,1,-44.333333333333336
2394,Black-browed albatross sensu lato AD,3,-44.5
2395,Giant petrel sensu lato,3,-44.55
2396,Skua (unidentified),1,-44.6
2397,Wandering albatross sensu lato SUBAD,2,-44.85
2398,Black-browed albatross sensu lato AD,4,-44.96666666666667
2399,Giant petrel sensu lato,2,-45
2400,Wandering albatross sensu lato SUBAD,2,-45.28333333333333
2401,Black-browed albatross sensu lato AD,4,-45.3
2402,Kerguelen petrel,1,-46.6
2403,Prion (unidentified),2,-46.71666666666667
2404,Black-browed albatross sensu lato,2,-46.75
2405,Wandering albatross sensu lato AD,1,-46.833333333333336
2406,Black-browed albatross sensu lato AD,20,-47.13333333333333
2407,Wandering albatross sensu lato AD,1,-47.25
2408,Black-browed albatross sensu lato AD,3,-47.36666666666667
2409,Wandering albatross sensu lato,1,-47.56666666666667
2410,Black-browed albatross sensu lato,16,-47.666666666666664
2411,Wandering albatross sensu lato AD,2,-47.8
2412,Wandering albatross sensu lato SUBAD,2,-47.9
2413,Black-browed albatross sensu lato AD,2,-49.333333333333336
2414,Black-browed albatross sensu lato SUBAD,1,-49.81666666666667
2415,Great-winged petrel,3,-50.016666666666666
2416,All dark petrel (unidentified),2,-50.11666666666667
2417,Light-mantled sooty albatross,NA,-50.35
2418,Wandering albatross sensu lato AD,1,-51.75
2419,Wandering albatross sensu lato SUBAD,1,-55.18333333333333
2420,Black-browed albatross sensu lato,3,-56.31666666666667
2421,Australasian gannet SUBAD,1,-56.583333333333336
2422,Wandering albatross sensu lato AD,2,-56.96666666666667
2423,Wandering albatross sensu lato SUBAD,1,-57.78333333333333
2424,Black-browed albatross sensu lato,3,-59.56666666666667
2425,Skua (unidentified),2,-59.666666666666664
2426,Yellow-nosed mollymawk sensu lato SUBAD,1,-61.85
2427,Great-winged / Grey-faced petrel,4,-61.93333333333333
2428,Little shearwater,50,-62
2429,Great-winged / Grey-faced petrel,12,-62.03333333333333
2430,Little shearwater,4,-62.31666666666667
2431,Great-winged / Grey-faced petrel,6,-63.15
2432,Soft-plumaged petrel,1,-63.65
2433,Little shearwater,2,-63.75
2434,Wandering albatross sensu lato PL4,1,-63.8
2435,Great-winged / Grey-faced petrel,7,-63.916666666666664
2436,Little shearwater,2,-64.05
2437,Wandering albatross sensu lato PL3,1,-64.06666666666666
2438,Wandering albatross sensu lato PL4,1,-64.78333333333333
2439,Yellow-nosed mollymawk sensu lato SUBAD,2,-64.76666666666667
2440,Great-winged / Grey-faced petrel,16,-64.68333333333334
2441,Flesh-footed shearwater,2,-64.73333333333333
2442,Little shearwater,3,-64.88333333333334
2443,Wandering albatross sensu lato PL3,2,-65.86666666666666
2444,Wandering albatross sensu lato PL4,1,-65.8
2445,Great-winged / Grey-faced petrel,12,-65.73333333333333
2446,Flesh-footed shearwater,9,-65.58333333333333
2447,Wandering albatross sensu lato PL2,1,-65.11666666666666
2448,Wandering albatross sensu lato PL3,2,-66.21666666666667
2449,Wandering albatross sensu lato PL4,1,-66.43333333333334
2450,Great-winged / Grey-faced petrel,14,-66.5
2451,Flesh-footed shearwater,3,-67.43333333333334
2452,Wandering albatross sensu lato PL2,2,-67.95
2453,Wandering albatross sensu lato PL3,2,-68.1
2454,Wandering albatross sensu lato PL4,1,-67.9
2455,Great-winged / Grey-faced petrel,30,-64.95
2456,Flesh-footed shearwater,12,-64.8
2457,Little shearwater,2,-64.78333333333333
2458,Wandering albatross sensu lato PL2,3,-64.46666666666667
2459,Wandering albatross sensu lato PL3,2,-63.7
2460,Wandering albatross sensu lato PL4,1,-61.833333333333336
2461,Great-winged / Grey-faced petrel,30,-61.25
2462,Flesh-footed shearwater,8,-60.05
2463,Wedge-tailed shearwater,2,-59.983333333333334
2464,Little shearwater,6,-59.61666666666667
2465,Wandering albatross sensu lato PL2,3,-59.31666666666667
2466,Wandering albatross sensu lato PL3,1,-57.5
2467,Wandering albatross sensu lato PL4,1,-57.31666666666667
2468,Southern royal albatross AD,1,-57.2
2469,Great-winged / Grey-faced petrel,15,-56.56666666666667
2470,Little shearwater,12,-55.15
2471,Wandering albatross sensu lato PL2,4,-55.05
2472,Wandering albatross sensu lato PL3,3,-54.8
2473,Wandering albatross sensu lato PL4,2,-52.53333333333333
2474,Yellow-nosed mollymawk sensu lato AD,1,-52.5
2475,Great-winged / Grey-faced petrel,8,-52.38333333333333
2476,Wandering albatross sensu lato PL3,4,-52.18333333333333
2477,Wandering albatross sensu lato PL4,2,-50.06666666666667
2478,Wandering albatross sensu lato PL5,1,-49.61666666666667
2479,Southern royal albatross AD,1,-49.5
2480,Black-browed albatross sensu lato SUBAD,1,-47.31666666666667
2481,Great-winged / Grey-faced petrel,2,-47.15
2482,Wandering albatross sensu lato PL3,4,-46.65
2483,Wandering albatross sensu lato PL4,2,-44.63333333333333
2484,Wandering albatross sensu lato PL5,1,-44.1
2485,Southern royal albatross AD,1,-43.86666666666667
2486,Black-browed albatross sensu lato SUBAD,1,-42.03333333333333
2487,Great-winged / Grey-faced petrel,3,-41.583333333333336
2488,Wandering albatross sensu lato PL2,1,-41.46666666666667
2489,Wandering albatross sensu lato PL3,4,-52.46666666666667
2490,Wandering albatross sensu lato PL4,1,-51.3
2491,Wandering albatross sensu lato PL5,1,-51.13333333333333
2492,Southern royal albatross AD,1,-50.766666666666666
2493,Wandering albatross sensu lato PL2,1,-50.2
2494,Wandering albatross sensu lato PL3,3,-49.85
2495,Wandering albatross sensu lato PL4,1,-49.733333333333334
2496,Southern royal albatross AD,1,-47.666666666666664
2497,Great-winged / Grey-faced petrel,3,-47.166666666666664
2498,Wandering albatross sensu lato PL3,3,-47.03333333333333
2499,Wandering albatross sensu lato PL4,1,-46.916666666666664
2500,Black-browed albatross sensu lato AD,1,-46.88333333333333
2501,Wandering albatross sensu lato PL2,1,-45.333333333333336
2502,Wandering albatross sensu lato PL3,4,-45.28333333333333
2503,Wandering albatross sensu lato PL4,1,-44.733333333333334
2504,Wandering albatross sensu lato PL5,1,-44.483333333333334
2505,Black-browed albatross sensu lato SUBAD,2,-44.21666666666667
2506,Great-winged / Grey-faced petrel,2,-43.916666666666664
2507,Wandering albatross sensu lato PL1,1,-43.71666666666667
2508,Wandering albatross sensu lato PL2,2,-43.63333333333333
2509,Wandering albatross sensu lato PL3,4,-43.5
2510,Short-tailed shearwater,1,-41.21666666666667
2511,Wandering albatross sensu lato PL1,1,-41.03333333333333
2512,Wandering albatross sensu lato PL2,2,-40.083333333333336
2513,Wandering albatross sensu lato PL3,3,-34
2514,Wandering albatross sensu lato PL5,1,-34
2515,Black-browed albatross sensu lato AD,1,-34
2516,White-headed petrel,1,-34
2517,Flesh-footed shearwater,1,-34
2518,Short-tailed shearwater,3,-34
2519,Wandering albatross sensu lato PL1,1,-34
2520,Wandering albatross sensu lato PL2,2,-34
2521,Wandering albatross sensu lato PL3,2,-34
2522,Wandering albatross sensu lato PL5,1,-35
2523,Black-browed albatross sensu lato AD,1,-35
2524,Great-winged / Grey-faced petrel,1,-35
2525,Short-tailed shearwater,2,-35
2526,Black shag SUBAD,1,-35
2527,Wandering albatross sensu lato PL1,1,-37
2528,Wandering albatross sensu lato PL2,3,-37
2529,Wandering albatross sensu lato PL3,2,-37
2530,Wandering albatross sensu lato PL5,1,-37
2531,Black-browed albatross sensu lato AD,1,-37
2532,Black-browed albatross sensu lato SUBAD,1,-38
2533,Sooty albatross AD,1,-39
2534,Great-winged / Grey-faced petrel,1,-39
2535,White-headed petrel,1,-40
2536,Short-tailed shearwater,4,-40
2537,Black shag SUBAD,1,-40
2538,Wandering albatross sensu lato PL1,1,-40
2539,Wandering albatross sensu lato PL2,3,-40
2540,Wandering albatross sensu lato PL3,2,-40
2541,Wandering albatross sensu lato PL5,2,-40
2542,Black-browed albatross sensu lato AD,1,-40
2543,Black-browed albatross sensu lato SUBAD,1,-41
2544,Great-winged / Grey-faced petrel,2,-41
2545,Short-tailed shearwater,12,-42
2546,Grey-backed storm petrel,1,-42
2547,Black shag SUBAD,1,-43
2548,Wandering albatross sensu lato PL1,2,-43
2549,Wandering albatross sensu lato PL2,2,-43
2550,Wandering albatross sensu lato PL3,1,-43
2551,Wandering albatross sensu lato PL5,1,-41
2552,Black-browed albatross sensu lato AD,5,-41
2553,Black-browed albatross sensu lato SUBAD,1,-41
2554,Great-winged / Grey-faced petrel,2,-40
2555,Short-tailed shearwater,9,-40
2556,Black shag SUBAD,1,-40
2557,Wandering albatross sensu lato PL1,1,-40
2558,Wandering albatross sensu lato PL2,1,-40
2559,Wandering albatross sensu lato PL3,1,-39
2560,Black-browed albatross sensu lato SUBAD,1,-39
2561,White-headed petrel,1,-39
2562,Short-tailed shearwater,1,-39
2563,Fluttering shearwater,1,-39
2564,Wandering albatross sensu lato PL1,1,-39
2565,Wandering albatross sensu lato PL2,3,-39
2566,Wandering albatross sensu lato PL3,4,-40
2567,Wandering albatross sensu lato PL5,1,-40
2568,Black-browed albatross sensu lato AD,1,-40
2569,Black-browed albatross sensu lato SUBAD,2,-40
2570,Sooty albatross AD,1,-40
2571,Great-winged / Grey-faced petrel,3,-40
2572,Short-tailed shearwater,4,-40
2573,Wandering albatross sensu lato PL1,2,-40
2574,Wandering albatross sensu lato PL2,3,-40
2575,Wandering albatross sensu lato PL3,4,-41
2576,Wandering albatross sensu lato PL4,1,-41
2577,Wandering albatross sensu lato PL5,1,-41
2578,Black-browed albatross sensu lato AD,1,-43
2579,Black-browed albatross sensu lato SUBAD,5,-43
2580,Great-winged / Grey-faced petrel,4,-43
2581,Short-tailed shearwater,2,-43
2582,Wandering albatross sensu lato PL1,2,-46
2583,Wandering albatross sensu lato PL2,2,-46
2584,Wandering albatross sensu lato PL3,1,-46
2585,Black-browed albatross sensu lato AD,6,-46
2586,Black-browed albatross sensu lato SUBAD,1,-46
2587,Yellow-nosed mollymawk sensu lato SUBAD,1,-46
2588,Prion (unidentified),3,-46
2589,Short-tailed shearwater,3,-46
2590,White-faced storm petrel,1,-34
2591,Wandering albatross sensu lato PL1,2,-34
2592,Wandering albatross sensu lato PL2,2,-34
2593,Black-browed albatross sensu lato SUBAD,14,-34
2594,Shy / white-capped / Salvin's /  Chatham mollymawk AD,8,-34
2595,Yellow-nosed mollymawk sensu lato AD,4,-34
2596,Australasian gannet AD,4,-34
2597,Arctic skua,1,-34
2598,Crested tern SUBAD,1,-34
2599,Shy / white-capped / Salvin's /  Chatham mollymawk AD,1,-34
2600,Short-tailed shearwater,4,-34
2601,Fluttering shearwater,1,-34
2602,Red-billed gull AD,8,-34
2603,Crested tern AD,1,-34
2604,Short-tailed shearwater,2,-34
2605,Pomarine skua,2,-34
2606,Shy / white-capped / Salvin's /  Chatham mollymawk AD,1,-33
2607,Short-tailed shearwater,250,-33
2608,Australasian gannet AD,1,-33
2609,Australasian gannet SUBAD,1,-33
2610,Skua (unidentified),2,-33
2611,Pomarine skua,2,-33
2612,Crested tern AD,1,-33
2613,Giant petrel sensu lato,1,-33
2614,Short-tailed shearwater,40,-33
2615,Red-billed gull AD,1,-33
2616,Crested tern AD,1,-33
2617,Black-browed albatross sensu lato SUBAD,1,-33
2618,Shy / white-capped / Salvin's /  Chatham mollymawk AD,2,-33
2619,Giant petrel sensu lato,2,-33
2620,Short-tailed shearwater,50,-33
2621,White-faced storm petrel,2,-33
2622,Australasian gannet SUBAD,4,-33
2623,Wandering albatross sensu lato PL4,1,-34
2624,Shy / white-capped / Salvin's /  Chatham mollymawk,2,-34
2625,Short-tailed shearwater,150,-34
2626,White-faced storm petrel,1,-34
2627,Australasian gannet AD,1,-34
2628,Australasian gannet SUBAD,3,-34
2629,Wandering albatross sensu lato PL3,1,-34
2630,Black-browed albatross sensu lato AD,1,-34
2631,Short-tailed shearwater,4,-35
2632,Wandering albatross sensu lato PL3,1,-35
2633,Short-tailed shearwater,1,-35
2634,Wandering albatross sensu lato PL3,3,-35
2635,Black-browed albatross sensu lato AD,1,-35
2636,Grey-faced petrel,1,-35
2637,Short-tailed shearwater,2,-35
2638,Wandering albatross sensu lato PL3,1,-38
2639,Black-browed albatross sensu lato AD,1,-38
2640,Black-browed albatross sensu lato SUBAD,5,-38
2641,Shy / white-capped / Salvin's /  Chatham mollymawk AD,1,-39
2642,White-headed petrel,2,-39
2643,Prion (unidentified),4,-39
2644,Wandering albatross sensu lato PL3,2,-39
2645,Black-browed albatross sensu lato AD,1,-39
2646,Black-browed albatross sensu lato SUBAD,1,-39
2647,Prion (unidentified),4,-39
2648,Wandering albatross sensu lato PL2,2,-39
2649,Wandering albatross sensu lato PL3,2,-40
2650,Black-browed albatross sensu lato AD,1,-40
2651,Black-browed albatross sensu lato SUBAD,2,-40
2652,Shy / white-capped / Salvin's /  Chatham mollymawk AD,1,-40
2653,White-headed petrel,2,-43
2654,Gould's petrel,3,-43
2655,Prion (unidentified),4,-43
2656,Wandering albatross sensu lato PL2,2,-43
2657,Wandering albatross sensu lato PL3,2,-43
2658,Black-browed albatross sensu lato SUBAD,4,-43
2659,Shy / white-capped / Salvin's /  Chatham mollymawk AD,2,-43
2660,White-headed petrel,1,-44
2661,Gould's petrel,2,-44
2662,Prion (unidentified),6,-44
2663,White-chinned petrel,1,-44
2664,Wandering albatross sensu lato PL2,2,-44
2665,Wandering albatross sensu lato PL3,2,-45
2666,Wandering albatross sensu lato PL4,1,-45
2667,Black-browed albatross sensu lato AD,1,-45
2668,Black-browed albatross sensu lato SUBAD,2,-46
2669,Shy / white-capped / Salvin's /  Chatham mollymawk AD,1,-46
2670,Grey-faced petrel,1,-46
2671,Prion (unidentified),400,-46
2672,Wandering albatross sensu lato PL1,1,-45
2673,Wandering albatross sensu lato PL2,2,-45
2674,Wandering albatross sensu lato PL3,2,-45
2675,Black-browed albatross sensu lato AD,1,-37
2676,Shy / white-capped / Salvin's /  Chatham mollymawk AD,1,-37
2677,Gould's petrel,3,-37
2678,Prion (unidentified),12,-37
2679,White-chinned petrel,1,-37
2680,Wandering albatross sensu lato PL1,1,-36
2681,Wandering albatross sensu lato PL2,2,-36
2682,Wandering albatross sensu lato PL3,2,-36
2683,Shy / white-capped / Salvin's /  Chatham mollymawk AD,4,-36
2684,Sooty albatross AD,1,-36
2685,Gould's petrel,4,-36
2686,Prion (unidentified),4,-35
2687,Wandering albatross sensu lato PL1,2,-35
2688,Wandering albatross sensu lato PL2,2,-35
2689,Wandering albatross sensu lato PL3,2,-35
2690,Wandering albatross sensu lato PL4,1,-35
2691,Black-browed albatross sensu lato AD,1,-34
2692,Black-browed albatross sensu lato SUBAD,1,-34
2693,White-headed petrel,1,-34
2694,Gould's petrel,6,-34
2695,Prion (unidentified),2,-34
2696,White-chinned petrel,2,-34
2697,Wandering albatross sensu lato PL1,2,-34
2698,Wandering albatross sensu lato PL2,2,-34
2699,Wandering albatross sensu lato PL3,2,-34
2700,Black-browed albatross sensu lato AD,1,-34
2701,Shy / white-capped / Salvin's /  Chatham mollymawk AD,1,-34
2702,Gould's petrel,4,-34
2703,Prion (unidentified),150,-34
2704,White-chinned petrel,1,-34
2705,Wandering albatross sensu lato PL1,2,-34
2706,Wandering albatross sensu lato PL2,2,-34
2707,Wandering albatross sensu lato PL3,2,-34
2708,Black-browed albatross sensu lato AD,1,-34
2709,White-headed petrel,3,-34
2710,Gould's petrel,6,-34
2711,Prion (unidentified),20,-34
2712,White-chinned petrel,2,-34
2713,Wandering albatross sensu lato PL1,2,-34
2714,Wandering albatross sensu lato PL2,2,-34
2715,Wandering albatross sensu lato PL3,1,-34
2716,Black-browed albatross sensu lato AD,1,-34
2717,Shy / white-capped / Salvin's /  Chatham mollymawk AD,1,-34
2718,Grey-faced petrel,1,-34
2719,Gould's petrel,3,-33
2720,Prion (unidentified),5,-33
2721,Wandering albatross sensu lato PL2,2,-33
2722,Black-browed albatross sensu lato AD,1,-33
2723,Gould's petrel,2,-33
2724,Prion (unidentified),35,-33
2725,Prion (unidentified),15,-33
2726,Pomarine skua,1,-33
2727,Black-browed albatross sensu lato AD,1,-33
2728,Mottled petrel,1,-33
2729,Prion (unidentified),4,-33
2730,Sooty shearwater,1,-33
2731,Wandering albatross sensu lato PL2,2,-33
2732,Black-browed albatross sensu lato AD,1,-33
2733,Mottled petrel,1,-33
2734,Prion (unidentified),4,-33
2735,Sooty shearwater,1,-33
2736,Wandering albatross sensu lato PL2,2,-33
2737,Wandering albatross sensu lato PL3,1,-33
2738,Wandering albatross sensu lato PL4,1,-33
2739,Black-browed albatross sensu lato AD,1,-33
2740,Buller's mollymawk AD,1,-34
2741,White-headed petrel,1,-34
2742,Prion (unidentified),4,-34
2743,Sooty shearwater,3,-34
2744,Wandering albatross sensu lato PL2,2,-34
2745,Wandering albatross sensu lato PL3,1,-34
2746,Wandering albatross sensu lato PL4,1,-34
2747,Southern royal albatross AD,1,-34
2748,Giant petrel sensu lato,1,-34
2749,Mottled petrel,1,-34
2750,Prion (unidentified),2,-34
2751,Sooty shearwater,4,-34
2752,Wandering albatross sensu lato PL2,2,-34
2753,Wandering albatross sensu lato PL3,2,-34
2754,Wandering albatross sensu lato PL4,1,-34
2755,Royal albatross sensu lato AD,1,-36
2756,Shy / white-capped / Salvin's /  Chatham mollymawk AD,1,-36
2757,Giant petrel sensu lato,1,-36
2758,Mottled petrel,1,-36
2759,Sooty shearwater,2,-36
2760,Wandering albatross sensu lato PL2,3,-36
2761,Wandering albatross sensu lato PL3,4,-36
2762,Wandering albatross sensu lato PL4,1,-36
2763,Shy / white-capped / Salvin's /  Chatham mollymawk AD,2,-36
2764,White-headed petrel,1,-36
